fuel_type_code,station_name,street_address,intersection_directions,city,state,zip,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,geocode_status,latitude,longitude,date_last_confirmed,id,location
ELEC,University of Texas at Dallas - Visitor Center/Bookstore,800 W Campbell Rd,Lot J,Dallas,TX,75080,,888-998-2546,P,2011-11-01,PLANNED - not yet accessible,24 hours daily; network card required,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,200-8,32.979737,-96.751766,2011-10-25,41508,POINT(-96.751766 32.979737)
ELEC,McDonald's - Highland Village,3601 Justin Rd,,Flower Mound,TX,75208,,888-998-2546,E,,Public - card key at all times,24 hours daily; network card required,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,200-8,33.071618,-97.085144,2011-10-25,41509,POINT(-97.085144 33.071618)
ELEC,McDonald's,8888 Teel Pkwy,,Frisco,TX,75034,,888-998-2546,P,2011-11-01,PLANNED - not yet accessible,24 hours daily; network card required,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,200-8,33.1513194,-96.8639959,2011-10-25,41510,POINT(-96.8639959 33.1513194)
ELEC,Big Daddy's Pizza,1820 Pkwy,,Sevierville,TN,37862,,888-998-2546  865-908-1123,E,,Public - card key at all times,24 hours daily; network card required,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,200-8,35.828707,-83.574955,2011-10-25,41511,POINT(-83.574955 35.828707)
ELEC,Garland City Hall,200 N 5th St,,Garland,TX,75040,,888-998-2546,P,2011-11-01,PLANNED - not yet accessible,24 hours daily; network card required,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,200-8,32.91372,-96.636322,2011-10-25,41512,POINT(-96.636322 32.91372)
ELEC,Original Pancake House,1505 William D Tate Ave,,Grapevine,TX,76051,,888-998-2546,P,2011-12-15,PLANNED - not yet accessible,24 hours daily; network card required,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,200-8,32.9233233,-97.0897819,2011-10-25,41513,POINT(-97.0897819 32.9233233)
ELEC,eVgo - Walgreens Freedom Station,9885 Blackhawk Blvd,S Sam Houston Parkway,Houston,TX,77075,,877-455-3833,E,,Private access only,24 hours daily; requires eVgo network subscription and key fob,,,,,,1,1,,eVgo Network,https://www.evgonetwork.com/,GPS,29.6015,-95.24761,2012-02-29,41514,POINT(-95.24761 29.6015)
ELEC,eVgo - Walgreens Freedom Station,12611 S Gessner Rd,S Sam Houston Parkway,Houston,TX,77071,,877-455-3833,E,,Private access only,24 hours daily; requires eVgo network subscription and key fob,,,,,,1,1,,eVgo Network,https://www.evgonetwork.com/,GPS,29.63777,-95.53006,2012-02-29,41515,POINT(-95.53006 29.63777)
ELEC,eVgo - Walgreens Freedom Station,13631 Tidwell Rd,N Sam Houston Parkway,Houston,TX,77044,,877-455-3833,E,,Private access only,24 hours daily; requires eVgo network subscription and key fob,,,,,,1,1,,eVgo Network,https://www.evgonetwork.com/,GPS,29.85359,-95.1881,2012-02-29,41516,POINT(-95.1881 29.85359)
ELEC,McDonald's,302 W Irving Blvd,,Irving,TX,75060,,888-998-2546,E,,Public - card key at all times,24 hours daily; network card required,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,200-8,32.81333,-96.949059,2011-10-25,41517,POINT(-96.949059 32.81333)
ELEC,The Ranch at Las Colina,857 W John Carpenter Fwy,,Irving,TX,75039,,888-998-2546,E,,Public - card key at all times,24 hours daily; network card required,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,200-8,32.8884312,-96.9582448,2011-10-25,41518,POINT(-96.9582448 32.8884312)
ELEC,Whiskey Cake Kitchen & Bar,3601 Dallas Pkwy,,Plano,TX,75093,,888-998-2546,E,,Public - card key at all times,24 hours daily; network card required,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,200-8,33.048529,-96.830667,2011-10-25,41519,POINT(-96.830667 33.048529)
ELEC,MG&E - City of Fitchburg Library and Community Center,5530 Lacy Rd,,Fitchburg,WI,53711,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,43.00197601,-89.42353058,2012-01-31,41520,POINT(-89.42353058 43.00197601)
ELEC,MG&E - Capitol Square North Parking Garage,218 E Mifflin St,,Madison,WI,53703,,888-758-4389,P,2012-01-01,PLANNED - not yet accessible,24 hours daily,,,,,,,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,43.077627,-89.383215,2011-10-25,41521,POINT(-89.383215 43.077627)
ELEC,MG&E - Madison Public Library,1705 Monroe St,,Madison,WI,53711,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,43.0659523,-89.41513824,2012-01-31,41522,POINT(-89.41513824 43.0659523)
ELEC,MG&E - Overture Center Parking Garage,318 W Mifflin St,,Madison,WI,53703,,888-758-4389,P,2012-01-01,PLANNED - not yet accessible,24 hours daily,,,,,,,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,43.073353,-89.389283,2011-10-25,41523,POINT(-89.389283 43.073353)
ELEC,MG&E - State Street Campus Parking Garage,415 N Lake St,,Madison,WI,53715,,888-758-4389,P,2012-01-01,PLANNED - not yet accessible,24 hours daily,,,,,,,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,43.074082,-89.396956,2011-10-25,41524,POINT(-89.396956 43.074082)
ELEC,MG&E - Vilas Park Parking Lot,1339 Vilas Park Dr,,Madison,WI,53715,,888-758-4389,E,,Public - see hours,24 hours daily; pay lot,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,43.05851364,-89.41014862,2012-01-31,41525,POINT(-89.41014862 43.05851364)
ELEC,Marsh Street Parking Structure - Lower Level,881 Marsh St,,San Luis Obispo,CA,93401,,,E,,Public - see hours,24 hours daily; pay lot,,,,,,1,,2 Avcon Conductive,,,200-8,35.2795033,-120.6614857,2011-10-25,41526,POINT(-120.6614857 35.2795033)
ELEC,Walgreens,8050 International Dr,At Sand Lake Rd. Parking area on right side of building,Orlando,FL,32819,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,28.44898415,-81.47171021,2011-10-25,41527,POINT(-81.47171021 28.44898415)
ELEC,Rock City,1400 Pattern Rd,,Lookout Mountain,GA,30750,,888-998-2546  706-820-2531,E,,Public - call ahead,24 hours daily; network card required,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,200-8,33.8307886,-84.5786753,2011-10-25,41528,POINT(-84.5786753 33.8307886)
ELEC,Walgreens,16 E Lake St,NE corner of N Addison and Lake St,Addison,IL,60101,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,41.9317987,-87.9879889,2011-10-25,41529,POINT(-87.9879889 41.9317987)
ELEC,Berwyn Parking Garage,3320 Grove Ave,"On first floor of municipal lot, spaces 111 and 112",Berwyn,IL,60402,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,41.831528,-87.794337,2011-10-25,41530,POINT(-87.794337 41.831528)
ELEC,Route 66 Museum,7003 Ogden Ave,Located on the parkway directly in front of museum,Berwyn,IL,60402,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,41.8255335,-87.7978556,2011-10-25,41531,POINT(-87.7978556 41.8255335)
ELEC,Northfield Square,1600 N State Route 50,On Route 50 side near JC Penney,Bourbonnais,IL,60914,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,41.1745243,-87.8486493,2011-10-25,41532,POINT(-87.8486493 41.1745243)
ELEC,Healthy Living Market and Cafe,222 Dorset St,,South Burlington,VT,5403,,888-758-4389  802-863-2569,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,44.46276855,-73.17977905,2012-02-25,41533,POINT(-73.17977905 44.46276855)
ELEC,Solar EV Pilot,616 S Salisbury St,,Raleigh,NC,27601,,919-996-4662,E,,Private access only,,,,,,1,1,,,,,200-8,35.772452,-78.640787,2011-11-30,41550,POINT(-78.640787 35.772452)
ELEC,Wilkerson Nature Preserve Park,11408 Raven Ridge Rd,,Raleigh,NC,27615,,919-996-4662,E,,Public - see hours,24 hours daily,,,,,,2,,,,,200-8,35.923849,-78.600118,2011-11-30,41553,POINT(-78.600118 35.923849)
CNG,U.S. Steel Corporation,1 N Buchanan St,,Gary,IN,46402,,,E,,Private access only,Employee use only,,,Q,3600,,,,,,,200-6,41.6100319,-87.3520037,2011-12-31,41556,POINT(-87.3520037 41.6100319)
ELEC,Christenson Chevrolet,9700 Indianapolis Blvd,,Highland,IN,46322,,219-961-4142,E,,Private access only,Customer use only,Cash Checks A D M V,,,,,1,,,,,200-8,41.5370046,-87.4719858,2011-10-31,41557,POINT(-87.4719858 41.5370046)
LPG,Blue Star Gas,1405 E Highway 20,,Upper Lake,CA,95485,,707-275-2100,E,,Public - call ahead,"8am-12pm, 1pm-5pm M-F",Cash Checks D M V,,,,,,,,,,200-8,39.165382,-122.935399,2011-10-31,41567,POINT(-122.935399 39.165382)
ELEC,Elegant View Properties LLC,1666 S Roadrunner Pkwy,,Las Cruces,NM,88011,,734-793-2000,E,,Public - credit card at all times,24 hours daily,,,,,,2,,,,,200-6,32.3240084,-106.7346858,2011-10-31,41577,POINT(-106.7346858 32.3240084)
ELEC,Eastman Management Corp,290 W Mount Pleasant,,Livingston,NJ,7039,,734-793-2000,E,,Public - credit card at all times,24 hours daily; pay lot,,,,,,4,,,,,200-8,40.7984378,-74.3390959,2011-10-31,41578,POINT(-74.3390959 40.7984378)
ELEC,Seattle Metropolitan Credit Union,801 3rd Ave,,Seattle,WA,98104,,206-398-5500  734-793-2000,E,,Public - see hours,24 hours daily,,,,,,2,,,,,200-8,47.604369,-122.333096,2011-10-31,41579,POINT(-122.333096 47.604369)
ELEC,AirLie Center,6809 Airlie Rd,,Warrenton,VA,20187,,540-347-1300  734-793-2000,E,,Public - see hours,24 hours daily,,,,,,2,,,,,200-8,38.756833,-77.794055,2011-10-31,41581,POINT(-77.794055 38.756833)
ELEC,Colonial Honda of Dartmouth,225 State Rd,,North Dartmouth,MA,2747,,508-996-6800  734-793-2000,E,,Public - credit card at all times,24 hours daily,,,,,,2,,,,,200-8,41.638274,-70.979634,2011-10-31,41582,POINT(-70.979634 41.638274)
ELEC,Santa Clara Electrical,908 Bern Ct,At Old Oakland Rd,San Jose,CA,95112,,408-453-1022,E,,Public - see hours,9am-5pm M-F,,,,,,1,,,,,200-8,37.375607,-121.893282,2011-10-31,41583,POINT(-121.893282 37.375607)
BD,Ocoee River Co-op,5412 Highway 64,,Copperhill,TN,37317,,423-241-3125,E,,Public - call ahead,8am-6pm M-Sat; one time co-op member fee required,Cash A D M V FuelMan,B100,,,,,,,,,200-8,35.0225325,-84.3582746,2011-10-31,41599,POINT(-84.3582746 35.0225325)
E85,Kroger,130 Pavillion Pkwy,,Newport,KY,41071,,859-292-5640,E,,Public - see hours,"6am-11pm M-Sat, 7am-11pm Sun",Cash A D M V,,,,,,,,,,200-8,39.0904256,-84.4780612,2011-11-30,41614,POINT(-84.4780612 39.0904256)
BD,Propel Fuels - Shell,8062 Florin Rd,Florin Rd and Power Inn Rd,Sacramento,CA,95828,,916-393-2585,E,,Public - credit card at all times,24 hours daily,A D M V FuelMan Voyager Wright_Exp,B20,,,,,,,,,200-8,38.49565,-121.409399,2011-11-30,41632,POINT(-121.409399 38.49565)
BD,Propel Fuels - Shell,151 Main St,Main St and Highway 50,Placerville,CA,95667,,530-622-3113,E,,Public - credit card after hours,"6am-9pm Sun-Th, 6am-2am F-Sat",Cash A D M V FuelMan Voyager Wright_Exp,B20,,,,,,,,,200-8,38.7276851,-120.8049544,2011-11-30,41633,POINT(-120.8049544 38.7276851)
CNG,CNG Trans,2727 Brice Rd,,Columbus,OH,43232,,,P,2012-06-15,PLANNED - not yet accessible,24 hours daily,,,Q,3600,,,,,,,200-8,39.9266246,-82.8314328,2011-11-30,41634,POINT(-82.8314328 39.9266246)
E85,Crown Express Mart - New Bern Station,1210 New Bern Ave,Near intersection of Tarboro St and New Bern Ave,Raleigh,NC,27610,,919-828-5293,E,,Public - see hours,"6:30am-10pm M-Sat, 9am-7pm Sun",Cash A D M V FuelMan Voyager Wright_Exp CFN,,,,,,,,,,GPS,35.779509,-78.621114,2012-02-29,41636,POINT(-78.621114 35.779509)
ELEC,Century City Shopping Center - Coulomb Technologies,10250 Constellation Blvd,,Los Angeles,CA,90067,,888-758-4389,E,,Public - see hours,24 hours daily; pay lot,,,,,,6,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,34.057434,-118.417557,2011-11-30,41642,POINT(-118.417557 34.057434)
BD,Sierra National Forest - Big Creek Fire Station,,,Big Creek,CA,93605,,,E,,Private - government only,,,B20,,,,,,,,,200-5,37.2038789,-119.2524176,2011-10-31,41649,POINT(-119.2524176 37.2038789)
BD,Sierra National Forest - Blue Canyon Work Center,,,Big Creek,CA,93605,,,E,,Private - government only,,,B20,,,,,,,,,200-5,37.2038789,-119.2524176,2011-10-31,41650,POINT(-119.2524176 37.2038789)
BD,Sierra National Forest - Base Lake Ranger Station,57003 Road 225,,North Fork,CA,93643,,,E,,Private - government only,,,B20,,,,,,,,,200-8,37.2293162,-119.5041089,2011-10-31,41651,POINT(-119.5041089 37.2293162)
BD,Sierra National Forest - Minaret Work Center,Primary Forest Road 81,,North Fork,CA,93643,,,E,,Private - government only,,,B20,,,,,,,,,200-5,37.2629854,-119.4411476,2011-10-31,41652,POINT(-119.4411476 37.2629854)
BD,Sierra National Forest - Trimmer Work Center,34849 Maxon Rd,,Sanger,CA,93657,,,E,,Private - government only,,,B20,,,,,,,,,200-8,36.9121366,-119.3058133,2011-10-31,41653,POINT(-119.3058133 36.9121366)
BD,Sierra National Forest - Kokanee Work Center,Hwy 168,,Shaver Lake,CA,93644,,,E,,Private - government only,,,B20,,,,,,,,,200-6,36.8372246,-119.702037,2011-10-31,41654,POINT(-119.702037 36.8372246)
BD,Mendicino National Forest,825 N Humboldt Ave,,Willows,CA,95988,,,E,,Private - government only,,,B20,,,,,,,,,200-8,39.5302153,-122.2120989,2011-10-31,41655,POINT(-122.2120989 39.5302153)
BD,Scott Air Force Base,103 S Adams St,,Scott AFB,IL,62225,5503,,E,,Private - government only,,,B20,,,,,,,,,200-8,38.6043779,-89.6850259,2011-10-31,41656,POINT(-89.6850259 38.6043779)
BD,Scott Air National Guard,2101 Golf Course Rd,,Scott AFB,IL,62225,5503,,E,,Private - government only,,,B20,,,,,,,,,200-6,38.548947,-89.8522173,2011-10-31,41657,POINT(-89.8522173 38.548947)
BD,Zarco 66,1500 E 23rd St,,Lawrence,KS,66046,,785-841-9691,P,2012-07-31,PLANNED - not yet accessible,"5am-11pm M-W, 5-12am Th-Sat, 7am-11pm Sun",,B20,,,,,,,,,200-8,38.943137,-95.216548,2011-12-31,41658,POINT(-95.216548 38.943137)
BD,Zarco 66,397 S Parker St,,Olathe,KS,66061,,913-780-3964,P,2012-07-31,PLANNED - not yet accessible,,,B20,,,,,,,,,200-8,38.8779899,-94.8347272,2011-12-31,41659,POINT(-94.8347272 38.8779899)
BD,Zarco 66,2518 E Logan St,,Ottawa,KS,66067,,785-242-5314,P,2012-07-31,PLANNED - not yet accessible,,,B20,,,,,,,,,200-8,38.6224,-95.2343999,2011-12-31,41660,POINT(-95.2343999 38.6224)
BD,Otis Air National Guard,158 Reilly St,,Buzzards Bay,MA,2542,5028,,E,,Private - government only,,,B20,,,,,,,,,200-8,41.6506388,-70.5201437,2011-10-31,41661,POINT(-70.5201437 41.6506388)
BD,Barnes Air National Guard,1 Tank Destroyer Blvd,,Westfield,MA,1085,1385,,E,,Private - government only,,,B20,,,,,,,,,200-5,42.1318779,-72.7570024,2011-10-31,41662,POINT(-72.7570024 42.1318779)
BD,Rosecrans Field Air National Guard,705 Memorial Dr,,Saint Joseph,MO,64503,9307,,E,,Private - government only,,,B20,,,,,,,,,200-8,37.986587,-90.0476863,2011-10-31,41663,POINT(-90.0476863 37.986587)
BD,Sparky's Marketplace,106 Regents Center Ct,,Lexington,NC,27295,,336-242-2729,E,,Public - see hours,"6am-10pm Sun-Th, 6am-11pm F-Sat; 24 hour pay at the pump available if you spend over $75",Cash A D M V Voyager Wright_Exp,B20,,,,,,,,,GPS,35.7988316,-80.2970692,2011-10-31,41664,POINT(-80.2970692 35.7988316)
BD,Westhampton Beach Air National Guard,150 Riverhead Rd,,Westhampton Beach,NY,11978,1232,,E,,Private - government only,,,B20,,,,,,,,,200-8,40.8309562,-72.6467736,2011-10-31,41665,POINT(-72.6467736 40.8309562)
BD,US Department of Transportation Maritime Administration (MARAD),2606 Harrison Rd,,Fort Eustis,VA,23604,,,E,,Private - government only,,,B20,,,,,,,,,200-6,37.1492224,-76.6116582,2011-10-31,41666,POINT(-76.6116582 37.1492224)
BD,Smithsonian Conservation Research Center (CRC),1500 Remount Rd,,Front Royal,VA,22630,,,E,,Private - government only,,,B20,,,,,,,,,200-8,38.888961,-78.1706321,2011-10-31,41667,POINT(-78.1706321 38.888961)
BD,Naval Base Kitsap - Bremerton,Building 592,,Bremerton,WA,98310,,,E,,Private - government only,,,B20,,,,,,,,,200-9,47.606888,-122.6273213,2011-10-31,41668,POINT(-122.6273213 47.606888)
BD,Fairchild Air National Guard,2 S Olympia Ave,,Fairchild AFB,WA,99011,9650,,E,,Private - government only,,,B20,,,,,,,,,200-6,47.6247734,-117.6564717,2011-10-31,41669,POINT(-117.6564717 47.6247734)
BD,Grand Forks Air Force Base,636 First St,Building 545,Grand Forks AFB,ND,58205,,,E,,Private - government only,,,B20,,,,,,,,,200-8,48.7584997,-98.3651878,2011-10-31,41670,POINT(-98.3651878 48.7584997)
BD,Fort Drum,Camp Hale Rd,Building P4525,Fort Drum,NY,13602,,,P,2012-06-15,PLANNED - not yet accessible,,,B20,,,,,,,,,200-6,44.0366994,-75.7751542,2011-10-31,41671,POINT(-75.7751542 44.0366994)
CNG,Clean Energy - Las Vegas City Center,3665 Industrial Rd,,Las Vegas,NV,89109,,,E,,Public - credit card at all times,24 hours daily,M V Voyager Wright_Exp CleanEnergy,,Q,3600,,,,,,,200-8,36.12336,-115.178983,2011-10-31,41672,POINT(-115.178983 36.12336)
CNG,Fort Drum,Camp Hale Rd,Building P452,Fort Drum,NY,13602,,,E,,Private - government only,,,,,,,,,,,,200-6,44.0366994,-75.7751542,2011-10-31,41673,POINT(-75.7751542 44.0366994)
CNG,West Point,Building 605,,West Point,NY,10996,,,E,,Private - government only,,,,,,,,,,,,GPS,41.379756,-73.963169,2011-10-31,41674,POINT(-73.963169 41.379756)
CNG,Clean Energy - Akron Metropolitan Regional Transit Authority,416 Kenmore Blvd,,Akron,OH,44301,,,E,,Private - government only,,,,T,3600,,,,,,,200-8,41.049964,-81.5413781,2011-10-31,41675,POINT(-81.5413781 41.049964)
CNG,Quasar,2677 Riverview Rd,,Akron,OH,44313,,216-986-9999,P,2013-07-15,PLANNED - not yet accessible,,,,,,,,,,,,200-8,41.154255,-81.570735,2011-10-31,41676,POINT(-81.570735 41.154255)
CNG,Ansonia Local School District,600 East Canal St,,Ansonia,OH,45303,,,E,,Private access only,,,,T,3600,,,,,,,200-8,40.214746,-84.642865,2011-10-31,41677,POINT(-84.642865 40.214746)
CNG,Clean Energy - Cleveland Hopkins International Airport,18899 Snow Rd,,Brook Park,OH,44017,,,P,2012-05-15,PLANNED - not yet accessible,24 hours daily,M V Voyager Wright_Exp CleanEnergy,,,,,,,,,,200-8,41.4036435,-81.8327457,2011-12-31,41678,POINT(-81.8327457 41.4036435)
CNG,Clean Energy - Stark Area Regional Transit Authority,1600 Gateway Blvd SE,,Canton,OH,44707,,,P,2012-04-15,PLANNED - not yet accessible,24 hours daily,M V Voyager Wright_Exp CleanEnergy,,,,,,,,,,200-8,40.7807129,-81.3680819,2011-12-31,41679,POINT(-81.3680819 40.7807129)
CNG,Rumpke,1106 Bates Ave,,Cincinnati,OH,45215,,,E,,Private access only,,,,T,3600,,,,,,,200-8,39.142538,-84.534779,2011-11-30,41680,POINT(-84.534779 39.142538)
CNG,Clean Energy - Ace Taxi Service,1798 E 55th St,,Cleveland,OH,44103,,,P,2012-05-15,PLANNED - not yet accessible,24 hours daily,M V Voyager Wright_Exp CleanEnergy,,,,,,,,,,200-8,41.5101216,-81.6520378,2011-12-31,41681,POINT(-81.6520378 41.5101216)
CNG,Quasar,6400 Maysville Pk,,Zanesville,OH,43701,,216-986-9999,P,2012-03-15,PLANNED - not yet accessible,,,,,,,,,,,,200-8,39.8727634,-82.1015581,2011-12-31,41682,POINT(-82.1015581 39.8727634)
CNG,Peabody Landscaping,2253 Dublin Rd,,Columbus,OH,43228,,,P,2012-02-28,PLANNED - not yet accessible,,,,B,,,,,,,,200-8,39.9985749,-83.0910158,2011-10-31,41683,POINT(-83.0910158 39.9985749)
CNG,Quasar,2506 Jackson Pk,,Columbus,OH,43223,,216-986-9999,E,,Public - credit card at all times,"24 hours daily; also accept card key, contact Quasar to apply",D M V FuelMan GasCard Voyager Wright_Exp,,Q,3600,,,,,,,200-8,39.9027514,-83.0249955,2011-10-31,41684,POINT(-83.0249955 39.9027514)
CNG,City of Dublin,6351 Shier Rings Rd,,Dublin,OH,43016,,614-410-4757,P,2012-04-30,PLANNED - not yet accessible,,,,Q,,,,,,,,200-8,40.093209,-83.16221,2011-10-31,41685,POINT(-83.16221 40.093209)
CNG,Vectren,1335 E Dayton Yellow Springs Rd,"I-675 and Fairborn, OH",Fairborn,OH,45324,,812-491-4774,E,,Private access only,,,,Q,3000 3600,,,,,,,200-8,39.7861509,-83.990665,2011-10-31,41686,POINT(-83.990665 39.7861509)
CNG,Quasar,115 W Main St,,Haviland,OH,45851,,216-986-9999,P,2013-07-15,PLANNED - not yet accessible,,,,,,,,,,,,200-8,41.0190403,-84.5871882,2011-10-31,41687,POINT(-84.5871882 41.0190403)
CNG,Quasar,1743 Vanderhoof Rd,,Norton,OH,44203,,216-986-9999,P,2013-07-15,PLANNED - not yet accessible,,,,,,,,,,,,200-8,40.9696765,-81.5840588,2011-10-31,41688,POINT(-81.5840588 40.9696765)
CNG,Quasar,73403 Gun Club Rd,,Saint Clairsville,OH,43905,,216-986-9999,P,2013-07-15,PLANNED - not yet accessible,,,,,,,,,,,,200-8,40.1372628,-80.992138,2011-10-31,41689,POINT(-80.992138 40.1372628)
LNG,Clean Energy - Pilot Travel Center,8924 Lake Rd,,Seville,OH,44256,,330-769-4220,E,,Public - credit card at all times,24 hours daily,M V Voyager Wright_Exp CleanEnergy,,,,,,,,,,200-8,41.029129,-81.9085659,2012-02-29,41690,POINT(-81.9085659 41.029129)
CNG,Quasar,2350 Abbe Rd,,Sheffield Village,OH,44054,,216-986-9999,P,2013-07-15,PLANNED - not yet accessible,,,,,,,,,,,,200-8,41.462491,-82.0808,2011-10-31,41691,POINT(-82.0808 41.462491)
CNG,Quasar,5315 Stickney Ave,,Toledo,OH,43612,,216-986-9999,P,2013-07-15,PLANNED - not yet accessible,,,,,,,,,,,,200-8,41.7135372,-83.5278468,2011-10-31,41692,POINT(-83.5278468 41.7135372)
CNG,Quasar,1123 Old Columbus Rd,,Wooster,OH,44691,,216-986-9999,P,2013-07-15,PLANNED - not yet accessible,,,,,,,,,,,,200-8,40.7851724,-81.9515433,2011-10-31,41693,POINT(-81.9515433 40.7851724)
CNG,Quasar,2072 Secrest Rd,,Wooster,OH,44691,,216-986-9999,E,,Private access only,24 hours daily,,,Q,3600,,,,,,,200-8,40.7921486,-81.8759897,2011-10-31,41694,POINT(-81.8759897 40.7921486)
CNG,Quasar,6400 Maysville Pk,,Zanesville,OH,43701,,216-986-9999,P,2011-12-01,PLANNED - not yet accessible,,,,,,,,,,,,200-8,39.8727634,-82.1015581,2011-10-31,41695,POINT(-82.1015581 39.8727634)
CNG,Dane County,4318 Robertson Rd,,Madison,WI,53714,,,E,,Private - government only,,,,Q,3600,,,,,,,200-8,43.0942,-89.309645,2011-10-31,41696,POINT(-89.309645 43.0942)
CNG,Federal Bureau of Investigations - Criminal Justice Information Services,1000 Custer Hollow Rd,,Clarksburg,WV,26306,,,E,,Private - government only,,,,,,,,,,,,200-8,39.3283014,-80.2829597,2011-10-31,41697,POINT(-80.2829597 39.3283014)
CNG,Fort Eustis,1387 Jackson Ave,,Fort Eustis,VA,23604,,,E,,Private - government only,,,,,,,,,,,,200-8,37.1585502,-76.5831585,2011-10-31,41698,POINT(-76.5831585 37.1585502)
CNG,Fort Lee,Quatermaster Rd,,Fort Lee,VA,23801,,,E,,Private - government only,,,,,,,,,,,,200-6,37.250184,-77.338332,2011-10-31,41699,POINT(-77.338332 37.250184)
CNG,Redstone Arsenal,Patriot Dr,Building 3639,Huntsville,AL,35898,,,E,,Private - government only,,,,,,,,,,,,200-6,34.6656012,-86.6296209,2011-10-31,41700,POINT(-86.6296209 34.6656012)
CNG,Ames Research Center,Mark & Warren St,Building N251,Moffett Field,CA,94035,,,E,,Private - government only,,,,,,,,,,,,200-5,37.41752,-122.0525,2011-10-31,41701,POINT(-122.0525 37.41752)
CNG,Fort Leavenworth,WHS 341,,Fort Leavenworth,KS,66027,,,E,,Private - government only,,,,,,,,,,,,200-5,39.3514463,-94.9247074,2011-10-31,41702,POINT(-94.9247074 39.3514463)
CNG,Fort Riley,388 Dickman Ave,,Fort Riley,KS,66442,,,E,,Private - government only,,,,,,,,,,,,200-8,39.066071,-96.7729989,2011-10-31,41703,POINT(-96.7729989 39.066071)
CNG,Fort Knox,Dixie St,Building 107,Fort Knox,KY,40121,,,E,,Private - government only,,,,,,,,,,,,200-6,37.8863085,-85.9482566,2011-10-31,41704,POINT(-85.9482566 37.8863085)
CNG,Fort Polk,Building 7732,,Fort Polk,LA,71459,,,E,,Private - government only,,,,,,,,,,,,GPS,31.046492,-93.205456,2011-10-31,41705,POINT(-93.205456 31.046492)
CNG,Fort Bragg,,,Fort Bragg,NC,28310,,,E,,Private - government only,,,,,,,,,,,,200-5,35.1504987,-79.0475559,2011-10-31,41706,POINT(-79.0475559 35.1504987)
CNG,Fort Monmouth,Murphy Dr,Building 812,Fort Monmouth,NJ,7703,,,E,,Private - government only,,,,,,,,,,,,200-6,40.3138071,-74.0361556,2011-10-31,41707,POINT(-74.0361556 40.3138071)
CNG,Picatinny Arsenal,Third Ave,,Picatinny Arsenal,NJ,7806,,,E,,Private - government only,,,,,,,,,,,,200-6,40.883612,-74.583873,2011-10-31,41708,POINT(-74.583873 40.883612)
CNG,White Sands Main Post,1785 Aberdeen Ave,,White Sands Missile Range,NM,88002,,,E,,Private - government only,,,,,,,,,,,,200-6,32.3799019,-106.4807886,2011-10-31,41709,POINT(-106.4807886 32.3799019)
E85,Baldwin Cenex C-Store,930 10th Ave,,Baldwin,WI,54002,,715-684-5543,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,44.9675306,-92.374955,2011-10-31,41710,POINT(-92.374955 44.9675306)
E85,Milwaukee VA Medical Center,5000 W National Ave,,Milwaukee,WI,53295,,,P,2012-06-15,PLANNED - not yet accessible,Private - government only,,,,,,,,,,,200-8,43.0204391,-87.9747069,2011-10-31,41711,POINT(-87.9747069 43.0204391)
